player1,player2,ranking_1,ranking_2,surface,tournament,match_date,winner,winrate_1,winrate_2
Karen Khachanov,Alexander Shevchenko,18.0,60.0,Clay,Rome Masters,2024-05-06,0,62.71186440677966,44.0
Ben Shelton,Pavel Kotov,14.0,63.0,Clay,Rome Masters,2024-05-06,0,61.76470588235294,43.90243902439025
Zhizhen Zhang,Adrian Mannarino,56.0,21.0,Clay,Rome Masters,2024-05-06,0,46.2962962962963,34.04255319148936
Thiago Monteiro,Jordan Thompson,106.0,35.0,Clay,Rome Masters,2024-05-06,0,50.0,59.01639344262295
Miomir Kecmanovic,Casper Ruud,58.0,7.0,Clay,Rome Masters,2024-05-06,0,45.45454545454545,66.66666666666666
Alexander Zverev,Aleksandar Vukic,5.0,70.0,Clay,Rome Masters,2024-05-06,0,76.66666666666667,46.808510638297875
Luciano Darderi,Mariano Navone,54.0,31.0,Clay,Rome Masters,2024-05-06,0,49.01960784313725,42.857142857142854
Luciano Darderi,Mariano Navone,54.0,31.0,Clay,Rome Masters,2024-05-06,0,49.01960784313725,42.857142857142854
Francesco Passaro,Tallon Griekspoor,240.0,26.0,Clay,Rome Masters,2024-05-06,0,40.0,52.38095238095239
Nuno Borges,Alexander Bublik,53.0,17.0,Clay,Rome Masters,2024-05-06,0,48.97959183673469,50.0
Taylor Fritz,Fabio Fognini,13.0,92.0,Clay,Rome Masters,2024-05-06,0,69.73684210526315,46.15384615384615
Sebastian Korda,Flavio Cobolli,27.0,57.0,Clay,Rome Masters,2024-05-06,0,62.745098039215684,56.451612903225815
Sebastian Korda,Flavio Cobolli,27.0,57.0,Clay,Rome Masters,2024-05-06,0,62.745098039215684,56.451612903225815
Terence Atmane,Lorenzo Musetti,137.0,29.0,Clay,Rome Masters,2024-05-06,0,30.0,59.42028985507246
Grigor Dimitrov,Yoshihito Nishioka,10.0,80.0,Clay,Rome Masters,2024-05-06,0,71.875,51.28205128205128
Stefanos Tsitsipas,Jan Lennard Struff,8.0,41.0,Clay,Rome Masters,2024-05-06,0,67.16417910447761,58.490566037735846
Stefanos Tsitsipas,Jan Lennard Struff,8.0,41.0,Clay,Rome Masters,2024-05-06,0,67.16417910447761,58.490566037735846
Cameron Norrie,Jaume Munar,30.0,68.0,Clay,Rome Masters,2024-05-06,0,52.5,35.13513513513514
Felix Auger Aliassime,Botic Van De Zandschulp,20.0,112.0,Clay,Rome Masters,2024-05-06,0,56.896551724137936,40.909090909090914
Alex De Minaur,Roberto Carballes Baena,11.0,62.0,Clay,Rome Masters,2024-05-06,0,68.57142857142857,49.01960784313725
Alex De Minaur,Roberto Carballes Baena,11.0,62.0,Clay,Rome Masters,2024-05-06,0,68.57142857142857,49.01960784313725
Stefano Napolitano,Juncheng Shang,125.0,105.0,Clay,Rome Masters,2024-05-06,0,40.0,53.191489361702125
Nicolas Jarry,Matteo Arnaldi,24.0,37.0,Clay,Rome Masters,2024-05-06,0,44.18604651162791,52.83018867924528
Nicolas Jarry,Matteo Arnaldi,24.0,37.0,Clay,Rome Masters,2024-05-06,0,44.18604651162791,52.83018867924528
Alexandre Muller,Arthur Fils,109.0,34.0,Clay,Rome Masters,2024-05-06,0,45.94594594594595,57.57575757575758
Andrey Rublev,Marcos Giron,6.0,49.0,Clay,Rome Masters,2024-05-06,0,61.42857142857143,50.943396226415096
Hubert Hurkacz,Rafael Nadal,9.0,305.0,Clay,Rome Masters,2024-05-06,0,67.79661016949152,60.0
Tomas Martin Etcheverry,Thiago Seyboth Wild,28.0,61.0,Clay,Rome Masters,2024-05-06,0,51.66666666666667,44.44444444444444
Tomas Martin Etcheverry,Thiago Seyboth Wild,28.0,61.0,Clay,Rome Masters,2024-05-06,0,51.66666666666667,44.44444444444444
Tomas Martin Etcheverry,Thiago Seyboth Wild,28.0,61.0,Clay,Rome Masters,2024-05-06,0,51.66666666666667,44.44444444444444
Sebastian Baez,Dusan Lajovic,19.0,64.0,Clay,Rome Masters,2024-05-06,0,52.54237288135594,47.22222222222222
Sebastian Baez,Dusan Lajovic,19.0,64.0,Clay,Rome Masters,2024-05-06,0,52.54237288135594,47.22222222222222
Holger Rune,Luca Nardi,12.0,81.0,Clay,Rome Masters,2024-05-06,0,66.66666666666666,25.0
Tommy Paul,Aslan Karatsev,16.0,86.0,Clay,Rome Masters,2024-05-06,0,70.3125,23.076923076923077
Dominik Koepfer,Frances Tiafoe,52.0,25.0,Clay,Rome Masters,2024-05-06,0,45.714285714285715,55.932203389830505
Dominik Koepfer,Frances Tiafoe,52.0,25.0,Clay,Rome Masters,2024-05-06,0,45.714285714285715,55.932203389830505
Hamad Medjedovic,Alejandro Davidovich Fokina,121.0,33.0,Clay,Rome Masters,2024-05-06,0,52.94117647058824,46.34146341463415
Daniil Medvedev,Jack Draper,4.0,40.0,Clay,Rome Masters,2024-05-06,0,68.65671641791045,63.934426229508205
Corentin Moutet,Roman Safiullin,83.0,39.0,Clay,Rome Masters,2024-05-06,0,43.75,41.86046511627907
Yannick Hanfmann,Jakub Mensik,59.0,65.0,Clay,Rome Masters,2024-05-06,0,48.78048780487805,55.55555555555556
Matteo Gigante,Giulio Zeppieri,139.0,144.0,Clay,Rome Masters,2024-05-06,0,33.33333333333333,28.57142857142857
Alexander Shevchenko,Fabian Marozsan,60.0,36.0,Clay,Rome Masters,2024-05-06,0,44.0,44.230769230769226
Alexander Shevchenko,Fabian Marozsan,60.0,36.0,Clay,Rome Masters,2024-05-06,0,44.0,44.230769230769226
Pavel Kotov,Alex Michelsen,63.0,69.0,Clay,Rome Masters,2024-05-06,0,43.90243902439025,53.125
Zhizhen Zhang,Daniel Elahi Galan,56.0,90.0,Clay,Rome Masters,2024-05-06,0,46.2962962962963,30.434782608695656
Thiago Monteiro,Gael Monfils,106.0,38.0,Clay,Rome Masters,2024-05-06,0,50.0,53.191489361702125
Miomir Kecmanovic,Brandon Nakashima,58.0,72.0,Clay,Rome Masters,2024-05-06,0,45.45454545454545,54.90196078431373
Aleksandar Vukic,Diego Schwartzman,70.0,142.0,Clay,Rome Masters,2024-05-06,0,,
Luciano Darderi,Denis Shapovalov,54.0,126.0,Clay,Rome Masters,2024-05-06,0,49.01960784313725,53.06122448979592
Francesco Passaro,Arthur Rinderknech,240.0,73.0,Clay,Rome Masters,2024-05-06,0,40.0,47.72727272727273
Nuno Borges,Pedro Martinez,53.0,51.0,Clay,Rome Masters,2024-05-06,0,48.97959183673469,43.90243902439025
Fabio Fognini,Daniel Evans,92.0,67.0,Clay,Rome Masters,2024-05-06,0,46.15384615384615,26.666666666666668
Flavio Cobolli,Maximilian Marterer,57.0,98.0,Clay,Rome Masters,2024-05-06,0,56.451612903225815,26.08695652173913
Terence Atmane,Christopher Eubanks,137.0,43.0,Clay,Rome Masters,2024-05-06,0,30.0,36.666666666666664
Yoshihito Nishioka,Sebastian Ofner,80.0,46.0,Clay,Rome Masters,2024-05-06,0,51.28205128205128,41.46341463414634
Jan Lennard Struff,Pedro Cachin,41.0,99.0,Clay,Rome Masters,2024-05-06,0,58.490566037735846,11.76470588235294
Jaume Munar,Rinky Hijikata,68.0,79.0,Clay,Rome Masters,2024-05-06,0,35.13513513513514,42.10526315789473
Botic Van De Zandschulp,Nicolas Moreno De Alboran,112.0,136.0,Clay,Rome Masters,2024-05-06,0,40.909090909090914,40.0
Roberto Carballes Baena,Christopher Oconnell,62.0,66.0,Clay,Rome Masters,2024-05-06,0,49.01960784313725,43.58974358974359
Stefano Napolitano,J J Wolf,125.0,101.0,Clay,Rome Masters,2024-05-06,0,40.0,18.181818181818183
Matteo Arnaldi,Harold Mayot,37.0,130.0,Clay,Rome Masters,2024-05-06,0,52.83018867924528,30.76923076923077
Alexandre Muller,Marton Fucsovics,109.0,50.0,Clay,Rome Masters,2024-05-06,0,45.94594594594595,43.333333333333336
Marcos Giron,Emil Ruusuvuori,49.0,71.0,Clay,Rome Masters,2024-05-06,0,50.943396226415096,53.333333333333336
Rafael Nadal,Zizou Bergs,305.0,108.0,Clay,Rome Masters,2024-05-06,0,60.0,48.57142857142857
Thiago Seyboth Wild,Gregoire Barrere,61.0,115.0,Clay,Rome Masters,2024-05-06,0,44.44444444444444,33.33333333333333
Dusan Lajovic,Lorenzo Sonego,64.0,47.0,Clay,Rome Masters,2024-05-06,0,47.22222222222222,42.0
Luca Nardi,Daniel Altmaier,81.0,78.0,Clay,Rome Masters,2024-05-06,0,25.0,36.11111111111111
Aslan Karatsev,Mackenzie Mcdonald,86.0,76.0,Clay,Rome Masters,2024-05-06,0,23.076923076923077,27.77777777777778
Dominik Koepfer,Andrea Vavassori,52.0,168.0,Clay,Rome Masters,2024-05-06,0,45.714285714285715,44.44444444444444
Hamad Medjedovic,Alexei Popyrin,121.0,42.0,Clay,Rome Masters,2024-05-06,0,52.94117647058824,56.00000000000001
Jack Draper,Borna Coric,40.0,55.0,Clay,Rome Masters,2024-05-06,0,63.934426229508205,38.70967741935484
Casper Ruud,Tomas Machac,7.0,44.0,Clay,Geneva,2024-05-20,0,66.66666666666666,57.89473684210527
Tomas Machac,Novak Djokovic,44.0,1.0,Clay,Geneva,2024-05-20,0,57.89473684210527,79.16666666666666
Casper Ruud,Flavio Cobolli,7.0,56.0,Clay,Geneva,2024-05-20,0,66.66666666666666,56.451612903225815
Novak Djokovic,Tallon Griekspoor,1.0,27.0,Clay,Geneva,2024-05-20,0,79.16666666666666,52.38095238095239
Tomas Machac,Alex Michelsen,44.0,65.0,Clay,Geneva,2024-05-20,0,57.89473684210527,53.125
Tomas Machac,Alex Michelsen,44.0,65.0,Clay,Geneva,2024-05-20,0,57.89473684210527,53.125
Flavio Cobolli,Alexander Shevchenko,56.0,61.0,Clay,Geneva,2024-05-20,0,56.451612903225815,44.0
Casper Ruud,Sebastian Baez,7.0,20.0,Clay,Geneva,2024-05-20,0,66.66666666666666,52.54237288135594
Novak Djokovic,Yannick Hanfmann,1.0,85.0,Clay,Geneva,2024-05-20,0,79.16666666666666,48.78048780487805
Tallon Griekspoor,Denis Shapovalov,27.0,123.0,Clay,Geneva,2024-05-20,0,52.38095238095239,53.06122448979592
Alex Michelsen,Taylor Fritz,65.0,12.0,Clay,Geneva,2024-05-20,0,53.125,69.73684210526315
Tomas Machac,Nicolas Moreno De Alboran,44.0,140.0,Clay,Geneva,2024-05-20,0,57.89473684210527,40.0
Alexander Shevchenko,Emil Ruusuvuori,61.0,66.0,Clay,Geneva,2024-05-20,0,44.0,53.333333333333336
Flavio Cobolli,Ben Shelton,56.0,15.0,Clay,Geneva,2024-05-20,0,56.451612903225815,61.76470588235294
Flavio Cobolli,Ben Shelton,56.0,15.0,Clay,Geneva,2024-05-20,0,56.451612903225815,61.76470588235294
Sebastian Baez,Roberto Carballes Baena,20.0,62.0,Clay,Geneva,2024-05-20,0,52.54237288135594,49.01960784313725
Casper Ruud,Sebastian Ofner,7.0,45.0,Clay,Geneva,2024-05-20,0,66.66666666666666,41.46341463414634
Yannick Hanfmann,Andy Murray,85.0,75.0,Clay,Geneva,2024-05-20,0,48.78048780487805,33.33333333333333
Denis Shapovalov,Federico Coria,123.0,69.0,Clay,Geneva,2024-05-20,0,53.06122448979592,34.78260869565217
Tallon Griekspoor,Christopher Eubanks,27.0,43.0,Clay,Geneva,2024-05-20,0,52.38095238095239,36.666666666666664
Alex Michelsen,Aleksandar Kovacevic,65.0,88.0,Clay,Geneva,2024-05-20,0,53.125,31.25
Alex Michelsen,Aleksandar Kovacevic,65.0,88.0,Clay,Geneva,2024-05-20,0,53.125,31.25
Nicolas Moreno De Alboran,David Goffin,140.0,115.0,Clay,Geneva,2024-05-20,0,40.0,51.515151515151516
Nicolas Moreno De Alboran,David Goffin,140.0,115.0,Clay,Geneva,2024-05-20,0,40.0,51.515151515151516
Tomas Machac,Jack Draper,44.0,35.0,Clay,Geneva,2024-05-20,0,57.89473684210527,63.934426229508205
Alexander Shevchenko,Fabian Marozsan,61.0,41.0,Clay,Geneva,2024-05-20,0,44.0,44.230769230769226
Alexander Shevchenko,Fabian Marozsan,61.0,41.0,Clay,Geneva,2024-05-20,0,44.0,44.230769230769226
Emil Ruusuvuori,Marcos Giron,66.0,48.0,Clay,Geneva,2024-05-20,0,53.333333333333336,50.943396226415096
Flavio Cobolli,Aslan Karatsev,56.0,82.0,Clay,Geneva,2024-05-20,0,56.451612903225815,23.076923076923077
Sebastian Baez,Sumit Nagal,20.0,94.0,Clay,Geneva,2024-05-20,0,52.54237288135594,23.809523809523807
Roberto Carballes Baena,Daniel Altmaier,62.0,83.0,Clay,Geneva,2024-05-20,0,49.01960784313725,36.11111111111111
Sebastian Ofner,Rinky Hijikata,45.0,78.0,Clay,Geneva,2024-05-20,0,41.46341463414634,42.10526315789473
Giovanni Mpetshi Perricard,Tomas Martin Etcheverry,117.0,29.0,Clay,Lyon,2024-05-20,0,58.620689655172406,51.66666666666667
Tomas Martin Etcheverry,Luciano Darderi,29.0,47.0,Clay,Lyon,2024-05-20,0,51.66666666666667,49.01960784313725
Giovanni Mpetshi Perricard,Alexander Bublik,117.0,19.0,Clay,Lyon,2024-05-20,0,58.620689655172406,50.0
Tomas Martin Etcheverry,Dominik Koepfer,29.0,67.0,Clay,Lyon,2024-05-20,0,51.66666666666667,45.714285714285715
Luciano Darderi,Arthur Rinderknech,47.0,73.0,Clay,Lyon,2024-05-20,0,49.01960784313725,47.72727272727273
Giovanni Mpetshi Perricard,Hugo Gaston,117.0,104.0,Clay,Lyon,2024-05-20,0,58.620689655172406,44.827586206896555
Alexander Bublik,Pavel Kotov,19.0,57.0,Clay,Lyon,2024-05-20,0,50.0,43.90243902439025
Dominik Koepfer,Ugo Humbert,67.0,17.0,Clay,Lyon,2024-05-20,0,45.714285714285715,60.9375
Dominik Koepfer,Ugo Humbert,67.0,17.0,Clay,Lyon,2024-05-20,0,45.714285714285715,60.9375
Tomas Martin Etcheverry,Thiago Seyboth Wild,29.0,58.0,Clay,Lyon,2024-05-20,0,51.66666666666667,44.44444444444444
Tomas Martin Etcheverry,Thiago Seyboth Wild,29.0,58.0,Clay,Lyon,2024-05-20,0,51.66666666666667,44.44444444444444
Tomas Martin Etcheverry,Thiago Seyboth Wild,29.0,58.0,Clay,Lyon,2024-05-20,0,51.66666666666667,44.44444444444444
Luciano Darderi,Adrian Mannarino,47.0,22.0,Clay,Lyon,2024-05-20,0,49.01960784313725,34.04255319148936
Arthur Rinderknech,Frances Tiafoe,73.0,26.0,Clay,Lyon,2024-05-20,0,47.72727272727273,55.932203389830505
Giovanni Mpetshi Perricard,Yoshihito Nishioka,117.0,72.0,Clay,Lyon,2024-05-20,0,58.620689655172406,51.28205128205128
Giovanni Mpetshi Perricard,Yoshihito Nishioka,117.0,72.0,Clay,Lyon,2024-05-20,0,58.620689655172406,51.28205128205128
Hugo Gaston,Francisco Cerundolo,104.0,23.0,Clay,Lyon,2024-05-20,0,44.827586206896555,53.03030303030303
Pavel Kotov,Alexandre Muller,57.0,90.0,Clay,Lyon,2024-05-20,0,43.90243902439025,45.94594594594595
Pavel Kotov,Alexandre Muller,57.0,90.0,Clay,Lyon,2024-05-20,0,43.90243902439025,45.94594594594595
Alexander Bublik,Aleksandar Vukic,19.0,93.0,Clay,Lyon,2024-05-20,0,50.0,46.808510638297875
Dominik Koepfer,Javier Barranco Cosano,67.0,254.0,Clay,Lyon,2024-05-20,0,,
Thiago Seyboth Wild,Pedro Martinez,58.0,49.0,Clay,Lyon,2024-05-20,0,44.44444444444444,43.90243902439025
Tomas Martin Etcheverry,Nikolas Sanchez Izquierdo,29.0,260.0,Clay,Lyon,2024-05-20,0,,
Luciano Darderi,Taro Daniel,47.0,81.0,Clay,Lyon,2024-05-20,0,49.01960784313725,29.411764705882355
Arthur Rinderknech,Daniel Evans,73.0,60.0,Clay,Lyon,2024-05-20,0,47.72727272727273,26.666666666666668
Frances Tiafoe,Jaume Munar,26.0,63.0,Clay,Lyon,2024-05-20,0,55.932203389830505,35.13513513513514
Yoshihito Nishioka,Sebastian Fanselow,72.0,316.0,Clay,Lyon,2024-05-20,0,,
Giovanni Mpetshi Perricard,Lorenzo Sonego,117.0,50.0,Clay,Lyon,2024-05-20,0,58.620689655172406,42.0
Hugo Gaston,Daniel Elahi Galan,104.0,105.0,Clay,Lyon,2024-05-20,0,44.827586206896555,30.434782608695656
Pavel Kotov,Pedro Cachin,57.0,106.0,Clay,Lyon,2024-05-20,0,43.90243902439025,11.76470588235294
Alexandre Muller,Richard Gasquet,90.0,124.0,Clay,Lyon,2024-05-20,0,45.94594594594595,22.22222222222222
Aleksandar Vukic,Mackenzie Mcdonald,93.0,74.0,Clay,Lyon,2024-05-20,0,46.808510638297875,27.77777777777778
Carlos Alcaraz,Alexander Zverev,3.0,4.0,Clay,Roland Garros,2024-05-27,0,80.59701492537313,76.66666666666667
Carlos Alcaraz,Alexander Zverev,3.0,4.0,Clay,Roland Garros,2024-05-27,0,80.59701492537313,76.66666666666667
Carlos Alcaraz,Jannik Sinner,3.0,2.0,Clay,Roland Garros,2024-05-27,0,80.59701492537313,91.35802469135803
Carlos Alcaraz,Jannik Sinner,3.0,2.0,Clay,Roland Garros,2024-05-27,0,80.59701492537313,91.35802469135803
Carlos Alcaraz,Jannik Sinner,3.0,2.0,Clay,Roland Garros,2024-05-27,0,80.59701492537313,91.35802469135803
Alexander Zverev,Casper Ruud,4.0,7.0,Clay,Roland Garros,2024-05-27,0,76.66666666666667,66.66666666666666
Alexander Zverev,Casper Ruud,4.0,7.0,Clay,Roland Garros,2024-05-27,0,76.66666666666667,66.66666666666666
Casper Ruud,Novak Djokovic,7.0,1.0,Clay,Roland Garros,2024-05-27,0,66.66666666666666,79.16666666666666
Casper Ruud,Novak Djokovic,7.0,1.0,Clay,Roland Garros,2024-05-27,0,66.66666666666666,79.16666666666666
Jannik Sinner,Grigor Dimitrov,2.0,10.0,Clay,Roland Garros,2024-05-27,0,91.35802469135803,71.875
Jannik Sinner,Grigor Dimitrov,2.0,10.0,Clay,Roland Garros,2024-05-27,0,91.35802469135803,71.875
Carlos Alcaraz,Stefanos Tsitsipas,3.0,9.0,Clay,Roland Garros,2024-05-27,0,80.59701492537313,67.16417910447761
Alexander Zverev,Alex De Minaur,4.0,11.0,Clay,Roland Garros,2024-05-27,0,76.66666666666667,68.57142857142857
Alexander Zverev,Alex De Minaur,4.0,11.0,Clay,Roland Garros,2024-05-27,0,76.66666666666667,68.57142857142857
Novak Djokovic,Francisco Cerundolo,1.0,27.0,Clay,Roland Garros,2024-05-27,0,79.16666666666666,53.03030303030303
Jannik Sinner,Corentin Moutet,2.0,79.0,Clay,Roland Garros,2024-05-27,0,91.35802469135803,43.75
Carlos Alcaraz,Felix Auger Aliassime,3.0,21.0,Clay,Roland Garros,2024-05-27,0,80.59701492537313,56.896551724137936
Carlos Alcaraz,Felix Auger Aliassime,3.0,21.0,Clay,Roland Garros,2024-05-27,0,80.59701492537313,56.896551724137936
Carlos Alcaraz,Felix Auger Aliassime,3.0,21.0,Clay,Roland Garros,2024-05-27,0,80.59701492537313,56.896551724137936
Alexander Zverev,Holger Rune,4.0,13.0,Clay,Roland Garros,2024-05-27,0,76.66666666666667,66.66666666666666
Alexander Zverev,Holger Rune,4.0,13.0,Clay,Roland Garros,2024-05-27,0,76.66666666666667,66.66666666666666
Alexander Zverev,Holger Rune,4.0,13.0,Clay,Roland Garros,2024-05-27,0,76.66666666666667,66.66666666666666
Alex De Minaur,Daniil Medvedev,11.0,5.0,Clay,Roland Garros,2024-05-27,0,68.57142857142857,68.65671641791045
Casper Ruud,Taylor Fritz,7.0,12.0,Clay,Roland Garros,2024-05-27,0,66.66666666666666,69.73684210526315
Grigor Dimitrov,Hubert Hurkacz,10.0,8.0,Clay,Roland Garros,2024-05-27,0,71.875,67.79661016949152
Grigor Dimitrov,Hubert Hurkacz,10.0,8.0,Clay,Roland Garros,2024-05-27,0,71.875,67.79661016949152
Stefanos Tsitsipas,Matteo Arnaldi,9.0,35.0,Clay,Roland Garros,2024-05-27,0,67.16417910447761,52.83018867924528
Novak Djokovic,Lorenzo Musetti,1.0,30.0,Clay,Roland Garros,2024-05-27,0,79.16666666666666,59.42028985507246
Novak Djokovic,Lorenzo Musetti,1.0,30.0,Clay,Roland Garros,2024-05-27,0,79.16666666666666,59.42028985507246
Novak Djokovic,Lorenzo Musetti,1.0,30.0,Clay,Roland Garros,2024-05-27,0,79.16666666666666,59.42028985507246
Novak Djokovic,Lorenzo Musetti,1.0,30.0,Clay,Roland Garros,2024-05-27,0,79.16666666666666,59.42028985507246
Jannik Sinner,Pavel Kotov,2.0,56.0,Clay,Roland Garros,2024-05-27,0,91.35802469135803,43.90243902439025
Jannik Sinner,Pavel Kotov,2.0,56.0,Clay,Roland Garros,2024-05-27,0,91.35802469135803,43.90243902439025
Carlos Alcaraz,Sebastian Korda,3.0,28.0,Clay,Roland Garros,2024-05-27,0,80.59701492537313,62.745098039215684
Alexander Zverev,Tallon Griekspoor,4.0,25.0,Clay,Roland Garros,2024-05-27,0,76.66666666666667,52.38095238095239
Alexander Zverev,Tallon Griekspoor,4.0,25.0,Clay,Roland Garros,2024-05-27,0,76.66666666666667,52.38095238095239
Alexander Zverev,Tallon Griekspoor,4.0,25.0,Clay,Roland Garros,2024-05-27,0,76.66666666666667,52.38095238095239
Alexander Zverev,Tallon Griekspoor,4.0,25.0,Clay,Roland Garros,2024-05-27,0,76.66666666666667,52.38095238095239
Daniil Medvedev,Tomas Machac,5.0,34.0,Clay,Roland Garros,2024-05-27,0,68.65671641791045,57.89473684210527
Matteo Arnaldi,Andrey Rublev,35.0,6.0,Clay,Roland Garros,2024-05-27,0,52.83018867924528,61.42857142857143
Casper Ruud,Tomas Martin Etcheverry,7.0,29.0,Clay,Roland Garros,2024-05-27,0,66.66666666666666,51.66666666666667
Casper Ruud,Tomas Martin Etcheverry,7.0,29.0,Clay,Roland Garros,2024-05-27,0,66.66666666666666,51.66666666666667
Hubert Hurkacz,Denis Shapovalov,8.0,118.0,Clay,Roland Garros,2024-05-27,0,67.79661016949152,53.06122448979592
Stefanos Tsitsipas,Zhizhen Zhang,9.0,44.0,Clay,Roland Garros,2024-05-27,0,67.16417910447761,46.2962962962963
Grigor Dimitrov,Zizou Bergs,10.0,104.0,Clay,Roland Garros,2024-05-27,0,71.875,48.57142857142857
Grigor Dimitrov,Zizou Bergs,10.0,104.0,Clay,Roland Garros,2024-05-27,0,71.875,48.57142857142857
Alex De Minaur,Jan Lennard Struff,11.0,41.0,Clay,Roland Garros,2024-05-27,0,68.57142857142857,58.490566037735846
Alex De Minaur,Jan Lennard Struff,11.0,41.0,Clay,Roland Garros,2024-05-27,0,68.57142857142857,58.490566037735846
Alex De Minaur,Jan Lennard Struff,11.0,41.0,Clay,Roland Garros,2024-05-27,0,68.57142857142857,58.490566037735846
Taylor Fritz,Thanasi Kokkinakis,12.0,100.0,Clay,Roland Garros,2024-05-27,0,69.73684210526315,46.666666666666664
Holger Rune,Jozef Kovalik,13.0,145.0,Clay,Roland Garros,2024-05-27,0,66.66666666666666,42.857142857142854
Francisco Cerundolo,Tommy Paul,27.0,14.0,Clay,Roland Garros,2024-05-27,0,53.03030303030303,70.3125
Francisco Cerundolo,Tommy Paul,27.0,14.0,Clay,Roland Garros,2024-05-27,0,53.03030303030303,70.3125
Felix Auger Aliassime,Ben Shelton,21.0,15.0,Clay,Roland Garros,2024-05-27,0,56.896551724137936,61.76470588235294
Corentin Moutet,Sebastian Ofner,79.0,45.0,Clay,Roland Garros,2024-05-27,0,43.75,41.46341463414634
Novak Djokovic,Roberto Carballes Baena,1.0,63.0,Clay,Roland Garros,2024-05-27,0,79.16666666666666,49.01960784313725
Jannik Sinner,Richard Gasquet,2.0,124.0,Clay,Roland Garros,2024-05-27,0,91.35802469135803,22.22222222222222
Carlos Alcaraz,Jesper De Jong,3.0,176.0,Clay,Roland Garros,2024-05-27,0,80.59701492537313,28.57142857142857
Alexander Zverev,David Goffin,4.0,115.0,Clay,Roland Garros,2024-05-27,0,76.66666666666667,51.515151515151516
Daniil Medvedev,Miomir Kecmanovic,5.0,57.0,Clay,Roland Garros,2024-05-27,0,68.65671641791045,45.45454545454545
Andrey Rublev,Pedro Martinez,6.0,48.0,Clay,Roland Garros,2024-05-27,0,61.42857142857143,43.90243902439025
Casper Ruud,Alejandro Davidovich Fokina,7.0,32.0,Clay,Roland Garros,2024-05-27,0,66.66666666666666,46.34146341463415
Casper Ruud,Alejandro Davidovich Fokina,7.0,32.0,Clay,Roland Garros,2024-05-27,0,66.66666666666666,46.34146341463415
Hubert Hurkacz,Brandon Nakashima,8.0,84.0,Clay,Roland Garros,2024-05-27,0,67.79661016949152,54.90196078431373
Stefanos Tsitsipas,Daniel Altmaier,9.0,83.0,Clay,Roland Garros,2024-05-27,0,67.16417910447761,36.11111111111111
Grigor Dimitrov,Fabian Marozsan,10.0,43.0,Clay,Roland Garros,2024-05-27,0,71.875,44.230769230769226
Alex De Minaur,Jaume Munar,11.0,64.0,Clay,Roland Garros,2024-05-27,0,68.57142857142857,35.13513513513514
Alex De Minaur,Jaume Munar,11.0,64.0,Clay,Roland Garros,2024-05-27,0,68.57142857142857,35.13513513513514
Taylor Fritz,Dusan Lajovic,12.0,61.0,Clay,Roland Garros,2024-05-27,0,69.73684210526315,47.22222222222222
Holger Rune,Flavio Cobolli,13.0,53.0,Clay,Roland Garros,2024-05-27,0,66.66666666666666,56.451612903225815
Tommy Paul,Fabio Fognini,14.0,93.0,Clay,Roland Garros,2024-05-27,0,70.3125,46.15384615384615
Tommy Paul,Fabio Fognini,14.0,93.0,Clay,Roland Garros,2024-05-27,0,70.3125,46.15384615384615
