player1,player2,ranking_1,ranking_2,surface,tournament,match_date,winner,winrate_1,winrate_2
Albert Ramos,Juan Ignacio Londero,33.0,144.0,Clay,Rio de Janeiro,2022-02-14,0,48.07692307692308,44.44444444444444
Pablo Andujar,Pablo Cuevas,74.0,104.0,Clay,Rio de Janeiro,2022-02-14,0,40.909090909090914,33.33333333333333
Pedro Martinez,Juncheng Shang,62.0,663.0,Clay,Rio de Janeiro,2022-02-14,0,,
Lorenzo Sonego,Laslo Djere,21.0,56.0,Clay,Rio de Janeiro,2022-02-14,0,47.27272727272727,45.65217391304348
Miomir Kecmanovic,Felipe Meligeni Alves,70.0,224.0,Clay,Rio de Janeiro,2022-02-14,0,,
Francisco Cerundolo,Benoit Paire,100.0,52.0,Clay,Rio de Janeiro,2022-02-14,0,51.11111111111111,15.384615384615385
Andrey Rublev,Felix Auger Aliassime,7.0,9.0,Hard,Marseille,2022-02-14,0,71.83098591549296,68.96551724137932
Felix Auger Aliassime,Roman Safiullin,9.0,163.0,Hard,Marseille,2022-02-14,0,68.96551724137932,56.25
Andrey Rublev,Benjamin Bonzi,7.0,69.0,Hard,Marseille,2022-02-14,0,71.83098591549296,44.680851063829785
Roman Safiullin,Stefanos Tsitsipas,163.0,4.0,Hard,Marseille,2022-02-14,0,56.25,71.76470588235294
Felix Auger Aliassime,Ilya Ivashka,9.0,49.0,Hard,Marseille,2022-02-14,0,68.96551724137932,51.162790697674424
Benjamin Bonzi,Aslan Karatsev,69.0,15.0,Hard,Marseille,2022-02-14,0,44.680851063829785,36.95652173913043
Andrey Rublev,Lucas Pouille,7.0,154.0,Hard,Marseille,2022-02-14,0,71.83098591549296,33.33333333333333
Stefanos Tsitsipas,Hugo Gaston,4.0,68.0,Hard,Marseille,2022-02-14,0,71.76470588235294,35.714285714285715
Roman Safiullin,Tomas Machac,163.0,115.0,Hard,Marseille,2022-02-14,0,56.25,44.44444444444444
Felix Auger Aliassime,Jo-Wilfried Tsonga,9.0,243.0,Hard,Marseille,2022-02-14,0,68.96551724137932,22.22222222222222
Ilya Ivashka,Stefano Travaglia,49.0,119.0,Hard,Marseille,2022-02-14,0,51.162790697674424,33.33333333333333
Benjamin Bonzi,Pierre Hugues Herbert,69.0,109.0,Hard,Marseille,2022-02-14,0,44.680851063829785,40.0
Aslan Karatsev,Holger Rune,15.0,90.0,Hard,Marseille,2022-02-14,0,36.95652173913043,62.5
Lucas Pouille,Radu Albot,154.0,97.0,Hard,Marseille,2022-02-14,0,33.33333333333333,47.368421052631575
Andrey Rublev,Richard Gasquet,7.0,76.0,Hard,Marseille,2022-02-14,0,71.83098591549296,57.77777777777777
Hugo Gaston,Corentin Moutet,68.0,107.0,Hard,Marseille,2022-02-14,0,35.714285714285715,56.00000000000001
Tomas Machac,Damir Dzumhur,115.0,140.0,Hard,Marseille,2022-02-14,0,44.44444444444444,42.857142857142854
Roman Safiullin,Alexei Popyrin,163.0,66.0,Hard,Marseille,2022-02-14,0,56.25,22.727272727272727
Jo-Wilfried Tsonga,Gilles Simon,243.0,132.0,Hard,Marseille,2022-02-14,0,22.22222222222222,46.666666666666664
Stefano Travaglia,Henri Laaksonen,119.0,84.0,Hard,Marseille,2022-02-14,0,33.33333333333333,16.666666666666664
Ilya Ivashka,Norbert Gombos,49.0,114.0,Hard,Marseille,2022-02-14,0,51.162790697674424,18.181818181818183
Benjamin Bonzi,Kamil Majchrzak,69.0,79.0,Hard,Marseille,2022-02-14,0,44.680851063829785,54.83870967741935
Pierre Hugues Herbert,Mikhail Kukushkin,109.0,168.0,Hard,Marseille,2022-02-14,0,40.0,9.090909090909092
Holger Rune,Zizou Bergs,90.0,169.0,Hard,Marseille,2022-02-14,0,62.5,14.285714285714285
Lucas Pouille,Tallon Griekspoor,154.0,60.0,Hard,Marseille,2022-02-14,0,33.33333333333333,39.53488372093023
Radu Albot,Dennis Novak,97.0,128.0,Hard,Marseille,2022-02-14,0,47.368421052631575,28.57142857142857
Richard Gasquet,Mikael Ymer,76.0,75.0,Hard,Marseille,2022-02-14,0,57.77777777777777,54.761904761904766
Rafael Nadal,Cameron Norrie,5.0,12.0,Hard,Acapulco,2022-02-21,0,81.63265306122449,64.47368421052632
Rafael Nadal,Daniil Medvedev,5.0,2.0,Hard,Acapulco,2022-02-21,0,81.63265306122449,70.3125
Rafael Nadal,Daniil Medvedev,5.0,2.0,Hard,Acapulco,2022-02-21,0,81.63265306122449,70.3125
Cameron Norrie,Stefanos Tsitsipas,12.0,4.0,Hard,Acapulco,2022-02-21,0,64.47368421052632,71.76470588235294
Daniil Medvedev,Yoshihito Nishioka,2.0,103.0,Hard,Acapulco,2022-02-21,0,70.3125,52.77777777777778
Rafael Nadal,Tommy Paul,5.0,39.0,Hard,Acapulco,2022-02-21,0,81.63265306122449,59.09090909090909
Stefanos Tsitsipas,Marcos Giron,4.0,59.0,Hard,Acapulco,2022-02-21,0,71.76470588235294,39.130434782608695
Stefanos Tsitsipas,Marcos Giron,4.0,59.0,Hard,Acapulco,2022-02-21,0,71.76470588235294,39.130434782608695
Cameron Norrie,Peter Gojowczyk,12.0,95.0,Hard,Acapulco,2022-02-21,0,64.47368421052632,22.22222222222222
Daniil Medvedev,Pablo Andujar,2.0,68.0,Hard,Acapulco,2022-02-21,0,70.3125,40.909090909090914
Yoshihito Nishioka,Taylor Fritz,103.0,16.0,Hard,Acapulco,2022-02-21,0,52.77777777777778,69.11764705882352
Rafael Nadal,Stefan Kozlov,5.0,130.0,Hard,Acapulco,2022-02-21,0,81.63265306122449,33.33333333333333
Tommy Paul,Dusan Lajovic,39.0,46.0,Hard,Acapulco,2022-02-21,0,59.09090909090909,32.35294117647059
Marcos Giron,Pablo Carreno Busta,59.0,17.0,Hard,Acapulco,2022-02-21,0,39.130434782608695,59.67741935483871
Stefanos Tsitsipas,J J Wolf,4.0,209.0,Hard,Acapulco,2022-02-21,0,71.76470588235294,53.57142857142857
Stefanos Tsitsipas,J J Wolf,4.0,209.0,Hard,Acapulco,2022-02-21,0,71.76470588235294,53.57142857142857
Cameron Norrie,John Isner,12.0,23.0,Hard,Acapulco,2022-02-21,0,64.47368421052632,56.09756097560976
Cameron Norrie,John Isner,12.0,23.0,Hard,Acapulco,2022-02-21,0,64.47368421052632,56.09756097560976
Peter Gojowczyk,Alexander Zverev,95.0,3.0,Hard,Acapulco,2022-02-21,0,22.22222222222222,72.5
Daniil Medvedev,Benoit Paire,2.0,49.0,Hard,Acapulco,2022-02-21,0,70.3125,15.384615384615385
Pablo Andujar,Juan Alejandro Hernandez Serrano,68.0,566.0,Hard,Acapulco,2022-02-21,0,40.909090909090914,33.33333333333333
Yoshihito Nishioka,Feliciano Lopez,103.0,114.0,Hard,Acapulco,2022-02-21,0,,
Taylor Fritz,Adrian Mannarino,16.0,55.0,Hard,Acapulco,2022-02-21,0,69.11764705882352,51.85185185185185
Rafael Nadal,Denis Kudla,5.0,100.0,Hard,Acapulco,2022-02-21,0,81.63265306122449,27.27272727272727
Stefan Kozlov,Grigor Dimitrov,130.0,33.0,Hard,Acapulco,2022-02-21,0,33.33333333333333,54.166666666666664
Dusan Lajovic,Sebastian Korda,46.0,40.0,Hard,Acapulco,2022-02-21,0,32.35294117647059,60.71428571428571
Tommy Paul,Matteo Berrettini,39.0,6.0,Hard,Acapulco,2022-02-21,0,59.09090909090909,72.72727272727273
Pablo Carreno Busta,Oscar Otte,17.0,82.0,Hard,Acapulco,2022-02-21,0,59.67741935483871,43.47826086956522
Marcos Giron,John Millman,59.0,80.0,Hard,Acapulco,2022-02-21,0,39.130434782608695,34.61538461538461
J J Wolf,Lorenzo Sonego,209.0,21.0,Hard,Acapulco,2022-02-21,0,53.57142857142857,47.27272727272727
Stefanos Tsitsipas,Laslo Djere,4.0,51.0,Hard,Acapulco,2022-02-21,0,71.76470588235294,45.65217391304348
Stefanos Tsitsipas,Laslo Djere,4.0,51.0,Hard,Acapulco,2022-02-21,0,71.76470588235294,45.65217391304348
Cameron Norrie,Daniel Altmaier,12.0,84.0,Hard,Acapulco,2022-02-21,0,64.47368421052632,19.230769230769234
John Isner,Fernando Verdasco,23.0,152.0,Hard,Acapulco,2022-02-21,0,56.09756097560976,31.25
Peter Gojowczyk,Brandon Nakashima,95.0,75.0,Hard,Acapulco,2022-02-21,0,22.22222222222222,60.3448275862069
Alexander Zverev,Jenson Brooksby,3.0,47.0,Hard,Acapulco,2022-02-21,0,72.5,53.191489361702125
Andrey Rublev,Jiri Vesely,7.0,123.0,Hard,Dubai,2022-02-21,0,71.83098591549296,40.0
Jiri Vesely,Denis Shapovalov,123.0,14.0,Hard,Dubai,2022-02-21,0,40.0,56.666666666666664
Andrey Rublev,Hubert Hurkacz,7.0,11.0,Hard,Dubai,2022-02-21,0,71.83098591549296,66.12903225806451
Andrey Rublev,Hubert Hurkacz,7.0,11.0,Hard,Dubai,2022-02-21,0,71.83098591549296,66.12903225806451
Jiri Vesely,Novak Djokovic,123.0,1.0,Hard,Dubai,2022-02-21,0,40.0,86.0
Denis Shapovalov,Ricardas Berankis,14.0,99.0,Hard,Dubai,2022-02-21,0,56.666666666666664,52.38095238095239
Hubert Hurkacz,Jannik Sinner,11.0,10.0,Hard,Dubai,2022-02-21,0,66.12903225806451,73.4375
Andrey Rublev,Mackenzie Mcdonald,7.0,61.0,Hard,Dubai,2022-02-21,0,71.83098591549296,48.148148148148145
Novak Djokovic,Karen Khachanov,1.0,26.0,Hard,Dubai,2022-02-21,0,86.0,59.67741935483871
Novak Djokovic,Karen Khachanov,1.0,26.0,Hard,Dubai,2022-02-21,0,86.0,59.67741935483871
Novak Djokovic,Karen Khachanov,1.0,26.0,Hard,Dubai,2022-02-21,0,86.0,59.67741935483871
Novak Djokovic,Karen Khachanov,1.0,26.0,Hard,Dubai,2022-02-21,0,86.0,59.67741935483871
Jiri Vesely,Roberto Bautista Agut,123.0,15.0,Hard,Dubai,2022-02-21,0,40.0,65.57377049180327
Ricardas Berankis,Alexei Popyrin,99.0,66.0,Hard,Dubai,2022-02-21,0,52.38095238095239,22.727272727272727
Denis Shapovalov,Taro Daniel,14.0,111.0,Hard,Dubai,2022-02-21,0,56.666666666666664,40.625
Hubert Hurkacz,Alex Molcan,11.0,69.0,Hard,Dubai,2022-02-21,0,66.12903225806451,56.52173913043478
Jannik Sinner,Andy Murray,10.0,89.0,Hard,Dubai,2022-02-21,0,73.4375,56.52173913043478
Mackenzie Mcdonald,Filip Krajinovic,61.0,44.0,Hard,Dubai,2022-02-21,0,48.148148148148145,52.77777777777778
Andrey Rublev,Soon Woo Kwon,7.0,60.0,Hard,Dubai,2022-02-21,0,71.83098591549296,45.45454545454545
Andrey Rublev,Soon Woo Kwon,7.0,60.0,Hard,Dubai,2022-02-21,0,71.83098591549296,45.45454545454545
Andrey Rublev,Soon Woo Kwon,7.0,60.0,Hard,Dubai,2022-02-21,0,71.83098591549296,45.45454545454545
Andrey Rublev,Soon Woo Kwon,7.0,60.0,Hard,Dubai,2022-02-21,0,71.83098591549296,45.45454545454545
Novak Djokovic,Lorenzo Musetti,1.0,58.0,Hard,Dubai,2022-02-21,0,86.0,53.96825396825397
Novak Djokovic,Lorenzo Musetti,1.0,58.0,Hard,Dubai,2022-02-21,0,86.0,53.96825396825397
Karen Khachanov,Alex De Minaur,26.0,32.0,Hard,Dubai,2022-02-21,0,59.67741935483871,65.27777777777779
Jiri Vesely,Marin Cilic,123.0,24.0,Hard,Dubai,2022-02-21,0,40.0,61.111111111111114
Roberto Bautista Agut,Arthur Rinderknech,15.0,53.0,Hard,Dubai,2022-02-21,0,65.57377049180327,52.38095238095239
Alexei Popyrin,Nikoloz Basilashvili,66.0,19.0,Hard,Dubai,2022-02-21,0,22.727272727272727,34.090909090909086
Ricardas Berankis,Jan Lennard Struff,99.0,56.0,Hard,Dubai,2022-02-21,0,52.38095238095239,38.095238095238095
Taro Daniel,David Goffin,111.0,48.0,Hard,Dubai,2022-02-21,0,40.625,50.943396226415096
Denis Shapovalov,Marton Fucsovics,14.0,36.0,Hard,Dubai,2022-02-21,0,56.666666666666664,45.714285714285715
Hubert Hurkacz,Alexander Bublik,11.0,30.0,Hard,Dubai,2022-02-21,0,66.12903225806451,55.00000000000001
Hubert Hurkacz,Alexander Bublik,11.0,30.0,Hard,Dubai,2022-02-21,0,66.12903225806451,55.00000000000001
Alex Molcan,Lloyd Harris,69.0,35.0,Hard,Dubai,2022-02-21,0,56.52173913043478,31.57894736842105
Andy Murray,Christopher Oconnell,89.0,158.0,Hard,Dubai,2022-02-21,0,56.52173913043478,33.33333333333333
Andy Murray,Christopher Oconnell,89.0,158.0,Hard,Dubai,2022-02-21,0,56.52173913043478,33.33333333333333
Jannik Sinner,Alejandro Davidovich Fokina,10.0,43.0,Hard,Dubai,2022-02-21,0,73.4375,44.680851063829785
Mackenzie Mcdonald,Aslan Karatsev,61.0,22.0,Hard,Dubai,2022-02-21,0,48.148148148148145,36.95652173913043
Filip Krajinovic,Malek Jaziri,44.0,297.0,Hard,Dubai,2022-02-21,0,52.77777777777778,25.0
Soon Woo Kwon,Ilya Ivashka,60.0,45.0,Hard,Dubai,2022-02-21,0,45.45454545454545,51.162790697674424
Andrey Rublev,Daniel Evans,7.0,28.0,Hard,Dubai,2022-02-21,0,71.83098591549296,53.44827586206896
Andrey Rublev,Daniel Evans,7.0,28.0,Hard,Dubai,2022-02-21,0,71.83098591549296,53.44827586206896
Pedro Martinez,Sebastian Baez,72.0,78.0,Clay,Santiago,2022-02-21,0,44.44444444444444,46.42857142857143
Pedro Martinez,Alejandro Tabilo,72.0,113.0,Clay,Santiago,2022-02-21,0,44.44444444444444,51.515151515151516
Pedro Martinez,Alejandro Tabilo,72.0,113.0,Clay,Santiago,2022-02-21,0,44.44444444444444,51.515151515151516
Sebastian Baez,Albert Ramos,78.0,31.0,Clay,Santiago,2022-02-21,0,46.42857142857143,48.07692307692308
Sebastian Baez,Albert Ramos,78.0,31.0,Clay,Santiago,2022-02-21,0,46.42857142857143,48.07692307692308
Sebastian Baez,Albert Ramos,78.0,31.0,Clay,Santiago,2022-02-21,0,46.42857142857143,48.07692307692308
Alejandro Tabilo,Miomir Kecmanovic,113.0,63.0,Clay,Santiago,2022-02-21,0,51.515151515151516,59.375
Pedro Martinez,Yannick Hanfmann,72.0,115.0,Clay,Santiago,2022-02-21,0,44.44444444444444,50.0
Sebastian Baez,Thiago Monteiro,78.0,107.0,Clay,Santiago,2022-02-21,0,46.42857142857143,41.66666666666667
Albert Ramos,Facundo Bagnis,31.0,74.0,Clay,Santiago,2022-02-21,0,48.07692307692308,31.818181818181817
Alejandro Tabilo,Cristian Garin,113.0,27.0,Clay,Santiago,2022-02-21,0,51.515151515151516,43.90243902439025
Alejandro Tabilo,Cristian Garin,113.0,27.0,Clay,Santiago,2022-02-21,0,51.515151515151516,43.90243902439025
Miomir Kecmanovic,Matheus Pucinelli De Almeida,63.0,264.0,Clay,Santiago,2022-02-21,0,59.375,50.0
Pedro Martinez,Jaume Munar,72.0,93.0,Clay,Santiago,2022-02-21,0,44.44444444444444,44.18604651162791
Pedro Martinez,Jaume Munar,72.0,93.0,Clay,Santiago,2022-02-21,0,44.44444444444444,44.18604651162791
Yannick Hanfmann,Thiago Seyboth Wild,115.0,135.0,Clay,Santiago,2022-02-21,0,50.0,33.33333333333333
Sebastian Baez,Juan Ignacio Londero,78.0,139.0,Clay,Santiago,2022-02-21,0,46.42857142857143,44.44444444444444
Thiago Monteiro,Federico Delbonis,107.0,37.0,Clay,Santiago,2022-02-21,0,41.66666666666667,31.25
Facundo Bagnis,Hugo Dellien,74.0,98.0,Clay,Santiago,2022-02-21,0,31.818181818181817,28.57142857142857
Albert Ramos,Carlos Taberner,31.0,108.0,Clay,Santiago,2022-02-21,0,48.07692307692308,31.25
Alejandro Tabilo,Renzo Olivo,113.0,179.0,Clay,Santiago,2022-02-21,0,,
Matheus Pucinelli De Almeida,Holger Rune,264.0,88.0,Clay,Santiago,2022-02-21,0,50.0,62.5
Miomir Kecmanovic,Marco Cecchinato,63.0,90.0,Clay,Santiago,2022-02-21,0,59.375,36.36363636363637
Jaume Munar,Daniel Elahi Galan,93.0,104.0,Clay,Santiago,2022-02-21,0,44.18604651162791,53.84615384615385
Thiago Seyboth Wild,Nicolas Kicker,135.0,203.0,Clay,Santiago,2022-02-21,0,,
Yannick Hanfmann,Federico Coria,115.0,62.0,Clay,Santiago,2022-02-21,0,50.0,45.45454545454545
Sebastian Baez,Juan Pablo Varillas,78.0,117.0,Clay,Santiago,2022-02-21,0,46.42857142857143,50.0
Juan Ignacio Londero,Tomas Martin Etcheverry,139.0,120.0,Clay,Santiago,2022-02-21,0,44.44444444444444,17.647058823529413
Thiago Monteiro,Nicolas Jarry,107.0,143.0,Clay,Santiago,2022-02-21,0,41.66666666666667,35.714285714285715
Facundo Bagnis,Bernabe Zapata Miralles,74.0,119.0,Clay,Santiago,2022-02-21,0,31.818181818181817,38.46153846153847
Hugo Dellien,Gonzalo Lama,98.0,263.0,Clay,Santiago,2022-02-21,0,,
Carlos Taberner,Juan Manuel Cerundolo,108.0,79.0,Clay,Santiago,2022-02-21,0,31.25,37.5
Taylor Fritz,Rafael Nadal,20.0,4.0,Hard,Indian Wells Masters,2022-03-07,0,69.11764705882352,81.63265306122449
Taylor Fritz,Rafael Nadal,20.0,4.0,Hard,Indian Wells Masters,2022-03-07,0,69.11764705882352,81.63265306122449
Rafael Nadal,Carlos Alcaraz,4.0,19.0,Hard,Indian Wells Masters,2022-03-07,0,81.63265306122449,81.42857142857143
Taylor Fritz,Andrey Rublev,20.0,7.0,Hard,Indian Wells Masters,2022-03-07,0,69.11764705882352,71.83098591549296
Taylor Fritz,Andrey Rublev,20.0,7.0,Hard,Indian Wells Masters,2022-03-07,0,69.11764705882352,71.83098591549296
Carlos Alcaraz,Cameron Norrie,19.0,12.0,Hard,Indian Wells Masters,2022-03-07,0,81.42857142857143,64.47368421052632
Carlos Alcaraz,Cameron Norrie,19.0,12.0,Hard,Indian Wells Masters,2022-03-07,0,81.42857142857143,64.47368421052632
Rafael Nadal,Nick Kyrgios,4.0,132.0,Hard,Indian Wells Masters,2022-03-07,0,81.63265306122449,76.92307692307693
Taylor Fritz,Miomir Kecmanovic,20.0,61.0,Hard,Indian Wells Masters,2022-03-07,0,69.11764705882352,59.375
Andrey Rublev,Grigor Dimitrov,7.0,35.0,Hard,Indian Wells Masters,2022-03-07,0,71.83098591549296,54.166666666666664
Carlos Alcaraz,Gael Monfils,19.0,28.0,Hard,Indian Wells Masters,2022-03-07,0,81.42857142857143,66.66666666666666
Cameron Norrie,Jenson Brooksby,12.0,43.0,Hard,Indian Wells Masters,2022-03-07,0,64.47368421052632,53.191489361702125
Rafael Nadal,Reilly Opelka,4.0,17.0,Hard,Indian Wells Masters,2022-03-07,0,81.63265306122449,58.333333333333336
Nick Kyrgios,Jannik Sinner,132.0,10.0,Hard,Indian Wells Masters,2022-03-07,0,76.92307692307693,73.4375
Miomir Kecmanovic,Matteo Berrettini,61.0,6.0,Hard,Indian Wells Masters,2022-03-07,0,59.375,72.72727272727273
Taylor Fritz,Alex De Minaur,20.0,31.0,Hard,Indian Wells Masters,2022-03-07,0,69.11764705882352,65.27777777777779
Taylor Fritz,Alex De Minaur,20.0,31.0,Hard,Indian Wells Masters,2022-03-07,0,69.11764705882352,65.27777777777779
Andrey Rublev,Hubert Hurkacz,7.0,11.0,Hard,Indian Wells Masters,2022-03-07,0,71.83098591549296,66.12903225806451
Andrey Rublev,Hubert Hurkacz,7.0,11.0,Hard,Indian Wells Masters,2022-03-07,0,71.83098591549296,66.12903225806451
Grigor Dimitrov,John Isner,35.0,23.0,Hard,Indian Wells Masters,2022-03-07,0,54.166666666666664,56.09756097560976
Gael Monfils,Daniil Medvedev,28.0,1.0,Hard,Indian Wells Masters,2022-03-07,0,66.66666666666666,70.3125
Carlos Alcaraz,Roberto Bautista Agut,19.0,15.0,Hard,Indian Wells Masters,2022-03-07,0,81.42857142857143,65.57377049180327
Cameron Norrie,Nikoloz Basilashvili,12.0,18.0,Hard,Indian Wells Masters,2022-03-07,0,64.47368421052632,34.090909090909086
Jenson Brooksby,Stefanos Tsitsipas,43.0,5.0,Hard,Indian Wells Masters,2022-03-07,0,53.191489361702125,71.76470588235294
Rafael Nadal,Daniel Evans,4.0,29.0,Hard,Indian Wells Masters,2022-03-07,0,81.63265306122449,53.44827586206896
Reilly Opelka,Denis Shapovalov,17.0,13.0,Hard,Indian Wells Masters,2022-03-07,0,58.333333333333336,56.666666666666664
Jannik Sinner,Benjamin Bonzi,10.0,62.0,Hard,Indian Wells Masters,2022-03-07,0,73.4375,44.680851063829785
Nick Kyrgios,Casper Ruud,132.0,8.0,Hard,Indian Wells Masters,2022-03-07,0,76.92307692307693,69.86301369863014
Matteo Berrettini,Lloyd Harris,6.0,32.0,Hard,Indian Wells Masters,2022-03-07,0,72.72727272727273,31.57894736842105
Miomir Kecmanovic,Botic Van De Zandschulp,61.0,47.0,Hard,Indian Wells Masters,2022-03-07,0,59.375,56.71641791044776
Taylor Fritz,Jaume Munar,20.0,99.0,Hard,Indian Wells Masters,2022-03-07,0,69.11764705882352,44.18604651162791
Alex De Minaur,Tommy Paul,31.0,39.0,Hard,Indian Wells Masters,2022-03-07,0,65.27777777777779,59.09090909090909
Alex De Minaur,Tommy Paul,31.0,39.0,Hard,Indian Wells Masters,2022-03-07,0,65.27777777777779,59.09090909090909
Alex De Minaur,Tommy Paul,31.0,39.0,Hard,Indian Wells Masters,2022-03-07,0,65.27777777777779,59.09090909090909
Andrey Rublev,Frances Tiafoe,7.0,30.0,Hard,Indian Wells Masters,2022-03-07,0,71.83098591549296,58.333333333333336
Hubert Hurkacz,Steve Johnson,11.0,115.0,Hard,Indian Wells Masters,2022-03-07,0,66.12903225806451,50.0
John Isner,Diego Schwartzman,23.0,14.0,Hard,Indian Wells Masters,2022-03-07,0,56.09756097560976,54.385964912280706
Grigor Dimitrov,Alexander Bublik,35.0,33.0,Hard,Indian Wells Masters,2022-03-07,0,54.166666666666664,55.00000000000001
Daniil Medvedev,Tomas Machac,1.0,158.0,Hard,Indian Wells Masters,2022-03-07,0,70.3125,44.44444444444444
Gael Monfils,Filip Krajinovic,28.0,40.0,Hard,Indian Wells Masters,2022-03-07,0,66.66666666666666,52.77777777777778
Carlos Alcaraz,Mackenzie Mcdonald,19.0,59.0,Hard,Indian Wells Masters,2022-03-07,0,81.42857142857143,48.148148148148145
Carlos Alcaraz,Mackenzie Mcdonald,19.0,59.0,Hard,Indian Wells Masters,2022-03-07,0,81.42857142857143,48.148148148148145
Roberto Bautista Agut,J J Wolf,15.0,209.0,Hard,Indian Wells Masters,2022-03-07,0,65.57377049180327,53.57142857142857
Cameron Norrie,Pedro Martinez,12.0,49.0,Hard,Indian Wells Masters,2022-03-07,0,64.47368421052632,44.44444444444444
Nikoloz Basilashvili,Fabio Fognini,18.0,36.0,Hard,Indian Wells Masters,2022-03-07,0,34.090909090909086,44.18604651162791
Nikoloz Basilashvili,Fabio Fognini,18.0,36.0,Hard,Indian Wells Masters,2022-03-07,0,34.090909090909086,44.18604651162791
Jenson Brooksby,Karen Khachanov,43.0,26.0,Hard,Indian Wells Masters,2022-03-07,0,53.191489361702125,59.67741935483871
Stefanos Tsitsipas,Jack Sock,5.0,147.0,Hard,Indian Wells Masters,2022-03-07,0,71.76470588235294,38.88888888888889
Rafael Nadal,Sebastian Korda,4.0,38.0,Hard,Indian Wells Masters,2022-03-07,0,81.63265306122449,60.71428571428571
Daniel Evans,Federico Coria,29.0,65.0,Hard,Indian Wells Masters,2022-03-07,0,53.44827586206896,45.45454545454545
Reilly Opelka,Lorenzo Musetti,17.0,56.0,Hard,Indian Wells Masters,2022-03-07,0,58.333333333333336,53.96825396825397
Denis Shapovalov,Alejandro Davidovich Fokina,13.0,45.0,Hard,Indian Wells Masters,2022-03-07,0,56.666666666666664,44.680851063829785
Jannik Sinner,Laslo Djere,10.0,52.0,Hard,Indian Wells Masters,2022-03-07,0,73.4375,45.65217391304348
Benjamin Bonzi,Lorenzo Sonego,62.0,21.0,Hard,Indian Wells Masters,2022-03-07,0,44.680851063829785,47.27272727272727
Nick Kyrgios,Federico Delbonis,132.0,34.0,Hard,Indian Wells Masters,2022-03-07,0,76.92307692307693,31.25
Casper Ruud,Christopher Eubanks,8.0,157.0,Hard,Indian Wells Masters,2022-03-07,0,69.86301369863014,40.0
Matteo Berrettini,Holger Rune,6.0,86.0,Hard,Indian Wells Masters,2022-03-07,0,72.72727272727273,62.5
Lloyd Harris,Facundo Bagnis,32.0,82.0,Hard,Indian Wells Masters,2022-03-07,0,31.57894736842105,31.818181818181817
Lloyd Harris,Facundo Bagnis,32.0,82.0,Hard,Indian Wells Masters,2022-03-07,0,31.57894736842105,31.818181818181817
Miomir Kecmanovic,Marin Cilic,61.0,24.0,Hard,Indian Wells Masters,2022-03-07,0,59.375,61.111111111111114
Botic Van De Zandschulp,Felix Auger Aliassime,47.0,9.0,Hard,Indian Wells Masters,2022-03-07,0,56.71641791044776,68.96551724137932
Jaume Munar,Pablo Carreno Busta,99.0,16.0,Hard,Indian Wells Masters,2022-03-07,0,44.18604651162791,59.67741935483871
Taylor Fritz,Kamil Majchrzak,20.0,75.0,Hard,Indian Wells Masters,2022-03-07,0,69.11764705882352,54.83870967741935
Alex De Minaur,John Millman,31.0,77.0,Hard,Indian Wells Masters,2022-03-07,0,65.27777777777779,34.61538461538461
Tommy Paul,Alexander Zverev,39.0,3.0,Hard,Indian Wells Masters,2022-03-07,0,59.09090909090909,72.5
Andrey Rublev,Dominik Koepfer,7.0,51.0,Hard,Indian Wells Masters,2022-03-07,0,71.83098591549296,25.0
Frances Tiafoe,Brandon Nakashima,30.0,80.0,Hard,Indian Wells Masters,2022-03-07,0,58.333333333333336,60.3448275862069
Frances Tiafoe,Brandon Nakashima,30.0,80.0,Hard,Indian Wells Masters,2022-03-07,0,58.333333333333336,60.3448275862069
Frances Tiafoe,Brandon Nakashima,30.0,80.0,Hard,Indian Wells Masters,2022-03-07,0,58.333333333333336,60.3448275862069
Steve Johnson,Aslan Karatsev,115.0,22.0,Hard,Indian Wells Masters,2022-03-07,0,50.0,36.95652173913043
Hubert Hurkacz,Oscar Otte,11.0,76.0,Hard,Indian Wells Masters,2022-03-07,0,66.12903225806451,43.47826086956522
Hubert Hurkacz,Oscar Otte,11.0,76.0,Hard,Indian Wells Masters,2022-03-07,0,66.12903225806451,43.47826086956522
Diego Schwartzman,Emil Ruusuvuori,14.0,70.0,Hard,Indian Wells Masters,2022-03-07,0,54.385964912280706,54.6875
John Isner,Sam Querrey,23.0,114.0,Hard,Indian Wells Masters,2022-03-07,0,56.09756097560976,28.57142857142857
Alexander Bublik,Andy Murray,33.0,88.0,Hard,Indian Wells Masters,2022-03-07,0,55.00000000000001,56.52173913043478
Alexander Bublik,Andy Murray,33.0,88.0,Hard,Indian Wells Masters,2022-03-07,0,55.00000000000001,56.52173913043478
Grigor Dimitrov,Jordan Thompson,35.0,78.0,Hard,Indian Wells Masters,2022-03-07,0,54.166666666666664,39.285714285714285
Tomas Machac,Alexei Popyrin,158.0,89.0,Hard,Indian Wells Masters,2022-03-07,0,44.44444444444444,22.727272727272727
Filip Krajinovic,Dusan Lajovic,40.0,44.0,Hard,Indian Wells Masters,2022-03-07,0,52.77777777777778,32.35294117647059
Mackenzie Mcdonald,Marton Fucsovics,59.0,48.0,Hard,Indian Wells Masters,2022-03-07,0,48.148148148148145,45.714285714285715
J J Wolf,Hugo Gaston,209.0,68.0,Hard,Indian Wells Masters,2022-03-07,0,53.57142857142857,35.714285714285715
